iter	RMSE
391	1.052659503
392	1.051683961
393	1.051072088
394	1.050097953
395	1.049564628
396	1.049130868
397	1.048555824
398	1.047814032
399	1.047255073
400	1.046560435
401	1.045939808
402	1.045255002
403	1.044708159
404	1.044029188
405	1.043412048
406	1.042755546
407	1.042096759
408	1.041557161
409	1.041020777
410	1.040439017
411	1.039850145
412	1.039150306
413	1.038545418
414	1.03780869
415	1.037098646
416	1.036385768
417	1.035741987
418	1.035228785
419	1.034515747
420	1.034067742
421	1.033241836
422	1.032709432
423	1.03216607
424	1.031559274
425	1.030907474
426	1.030268334
427	1.029905696
428	1.029423906
429	1.028835299
430	1.02837669
431	1.027855186
432	1.026942059
433	1.026226728
434	1.02559278
435	1.024868873
436	1.024336248
437	1.02384964
438	1.023337161
439	1.022521383
440	1.022071047
441	1.021551743
442	1.021156434
443	1.020685699
444	1.020148998
445	1.019763554
446	1.019158211
447	1.018486464
448	1.017942106
449	1.017446024
450	1.016708913
451	1.016064231
452	1.015515836
453	1.014817956
454	1.014381285
455	1.013885299
456	1.013466532
457	1.012808625
458	1.012078465
459	1.011350895
460	1.010753773
461	1.010252201
462	1.009523581
463	1.00908253
464	1.008656938
465	1.008102822
466	1.007645445
467	1.00715878
468	1.00668785
469	1.00623895
470	1.005545463
471	1.004992711
472	1.004469348
473	1.003933881
474	1.003445073
475	1.00293135
476	1.002177933
477	1.001530649
478	1.001193309
479	1.000565153
480	1.000153484
481	0.9996490644
482	0.9990525102
483	0.9984922968
484	0.9980774188
485	0.997700411
486	0.9970011539
487	0.9963947276
488	0.9957756402
489	0.995272834
490	0.994656838
491	0.9941568011
492	0.9937025619
493	0.9931507497
494	0.9927720637
495	0.9923556259
496	0.9919831724
497	0.9915050524
498	0.9908360897
499	0.9903709354
500	0.9898560543
501	0.9893418007
502	0.988711644
503	0.9882923274
504	0.9877636982
505	0.9870929191
506	0.9865208036
507	0.9862021893
508	0.985563158
509	0.9851425278
510	0.984572212
511	0.9840940373
512	0.9835325072
513	0.9831943921
514	0.9827239739
515	0.9820535243
516	0.9816574128
517	0.9811214801
518	0.9805848061
519	0.980026339
520	0.9793207462
521	0.9788562385
522	0.9785019778
523	0.9779981004
524	0.9775750226
525	0.9770061601
526	0.9764923629
527	0.9759035528
528	0.9752661484
529	0.9747684187
530	0.9742372269
531	0.9738488725
532	0.9735017941
533	0.9730085999
534	0.9723975792
535	0.9719687986
536	0.9715718019
537	0.9709981909
538	0.9706358977
539	0.9702075929
540	0.9698421511
541	0.9694310174
542	0.9690993563
543	0.9686614619
544	0.9683652675
545	0.9679057188
546	0.9673784011
547	0.9669276321
548	0.9665169876
549	0.965900795
550	0.9654164684
551	0.9650121033
552	0.9646031128
553	0.9641608488
554	0.9636379053
555	0.9630959877
556	0.9626523418
557	0.9621837031
558	0.9616163681
559	0.961246866
560	0.960840188
561	0.9603819247
562	0.9599366509
563	0.959485332
564	0.9591196219
565	0.9587571903
566	0.9581560119
567	0.9576250493
568	0.9573280518
569	0.956825086
570	0.9563588185
571	0.9558245413
572	0.95544525
573	0.9550301287
574	0.9545197334
575	0.9541072976
576	0.9536788365
577	0.953346274
578	0.9529451741
579	0.9524589297
580	0.9520883017
581	0.95162627
582	0.9510696169
583	0.9506894148
584	0.9502707728
585	0.9495288627
586	0.9490279785
587	0.9485828905
588	0.9480889081
589	0.9478051344
590	0.9473991043
591	0.9470671667
592	0.9466271651
593	0.9463573356
594	0.9459410094
595	0.9454116082
596	0.9450342192
597	0.9446697223
598	0.944254533
599	0.9437943713
600	0.9434153503
601	0.94289672
602	0.9425067409
603	0.9422093857
604	0.9418297204
605	0.9415743532
606	0.9411661685
607	0.9406797205
608	0.9403713822
609	0.9400470144
610	0.9396029091
611	0.9392739777
612	0.9388212651
613	0.938534367
614	0.9381958261
615	0.9376734023
616	0.937171771
617	0.9368936925
618	0.9364056342
619	0.9360491171
620	0.9356511921
621	0.9352943784
622	0.9348701173
623	0.9345982344
624	0.9341241078
625	0.9335768495
626	0.9332913591
627	0.9330048354
628	0.9326441657
629	0.9323009561
630	0.9319439812
631	0.9314900897
632	0.9311377802
633	0.9308492421
634	0.9304314962
635	0.9300005414
636	0.9297477162
637	0.929490998
638	0.9290413549
639	0.9286877083
640	0.9284209306
641	0.9280323991
642	0.9274101632
643	0.9270549299
644	0.92682156
645	0.9264090226
646	0.9261091451
647	0.9257370096
648	0.925467813
649	0.9249691422
650	0.9246044559
651	0.9242706071
652	0.9238192342
653	0.9232473862
654	0.9229003135
655	0.9224004353
656	0.9219929395
657	0.9214893813
658	0.9211160295
659	0.9209050176
660	0.9203073106
661	0.9199495765
662	0.9194001619
663	0.9191869863
664	0.9188497273
665	0.9185702609
666	0.9182400203
667	0.917860668
668	0.9174977524
669	0.9169472091
670	0.9166737483
671	0.916236914
672	0.9157132761
673	0.9153682822
674	0.9149836156
675	0.9143744224
676	0.914006847
677	0.913534109
678	0.9131702022
679	0.9127727251
680	0.9123565632
681	0.9120314766
682	0.9115827066
683	0.9111703662
684	0.9108435608
685	0.910445834
686	0.9100256861
687	0.9096342451
688	0.9091279671
689	0.90875553
690	0.9083107999
691	0.9078341292
692	0.9074728703
693	0.9070627911
694	0.9066627632
695	0.9061497634
696	0.9058878471
697	0.9055436359
698	0.9051584404
699	0.9047900309
700	0.9044608006
701	0.9042211009
702	0.9038288781
703	0.9034208231
704	0.9030911313
705	0.9027796011
706	0.9022811406
707	0.9019575705
708	0.9015547543
709	0.9012675791
710	0.9010655036
711	0.9006916541
712	0.9003551307
713	0.8999515625
714	0.8997229683
715	0.8992774252
716	0.8990330102
717	0.898614599
718	0.8981845085
719	0.8979910617
720	0.8976183849
721	0.8974131304
722	0.897184676
723	0.896865929
724	0.8966202616
725	0.8961250337
726	0.8958005505
727	0.8955204516
728	0.8952352902
729	0.8949605248
730	0.8947348188
731	0.8943770998
732	0.8941408978
733	0.8937413974
734	0.8932498274
735	0.8930232516
736	0.8926532091
737	0.892378766
738	0.8920360189
739	0.8917598435
740	0.891525398
741	0.8911212471
742	0.8907271258
743	0.8902975599
744	0.890047596
745	0.8896138691
746	0.8892075646
747	0.8888768045
748	0.8886612241
749	0.8883979532
750	0.8882072852
751	0.887887202
752	0.8873535405
753	0.8869543563
754	0.8866610686
755	0.8862950585
756	0.885864587
757	0.8855245938
758	0.8851363713
759	0.8849233117
760	0.8845077146
761	0.8840253938
762	0.8837153738
763	0.8833575017
764	0.8829704069
765	0.882604845
766	0.8822700517
767	0.8818801438
768	0.8815905721
769	0.8813738446
770	0.881052949
771	0.8807688466
772	0.8804345162
773	0.8800370006
774	0.879740918
775	0.8793780774
776	0.8791134896
777	0.8788779822
778	0.8785404147
779	0.8782466928
780	0.8778722225
781	0.8773642299
782	0.8772379014
783	0.8769112523
784	0.8766437647
785	0.8762995854
786	0.8758497547
787	0.8755816019
788	0.8752553849
789	0.8749414339
790	0.8746159786
791	0.8743200498
792	0.8740571681
793	0.8737457182
794	0.8734921282
795	0.8731528742
796	0.8728839371
797	0.8724370829
798	0.8719766711
799	0.871576706
800	0.8712986962
801	0.8709519386
802	0.8708537624
803	0.8705122367
804	0.8702287697
805	0.8698894709
806	0.869549451
807	0.869343143
808	0.8689757958
809	0.8686897698
810	0.8682998437
811	0.8679211335
812	0.8675361881
813	0.8671663049
814	0.8668505738
815	0.8666369242
816	0.866334057
817	0.865940195
818	0.8655909576
819	0.865232193
820	0.8650544577
821	0.8646211886
822	0.864226637
823	0.8639738712
824	0.8636219245
825	0.8632684499
826	0.8628361998
827	0.862464708
828	0.8620005962
829	0.8615498141
830	0.8612532951
831	0.8610254395
832	0.8606866476
833	0.8605840922
834	0.8601584913
835	0.8599742068
836	0.8596112237
837	0.8594329802
838	0.8593266397
839	0.8591137029
840	0.8587003879
841	0.8584651571
842	0.8582272223
843	0.8580837661
844	0.8577538243
845	0.8574008543
846	0.8570972057
847	0.8567775525
848	0.8566027658
849	0.8564135593
850	0.8561592733
851	0.8557930587
852	0.855510771
853	0.8549938851
854	0.8546565186
855	0.8543238867
856	0.8541168713
857	0.8538070034
858	0.8535515533
859	0.8531663521
860	0.8528262949
861	0.8524796974
862	0.8522475858
863	0.8519496869
864	0.8517165884
865	0.8514132695
866	0.8509849064
867	0.8507901672
868	0.8504339512
869	0.8502065347
870	0.8498901327
871	0.8495306761
872	0.8492166196
873	0.8488388768
874	0.8484865387
875	0.8481657332
876	0.8480294882
877	0.8478188741
878	0.8474259928
879	0.8468998701
880	0.8465769675
881	0.846274705
882	0.8459333475
883	0.8456651108
884	0.8455184018
885	0.8452092459
886	0.8449543276
887	0.8446187172
888	0.8443153614
889	0.8439140746
890	0.8437052475
891	0.8434442103
892	0.8432202347
893	0.8429493036
894	0.8426477778
895	0.8423126435
896	0.8419471016
897	0.8415386244
898	0.8412909958
899	0.8410954162
900	0.8409030811
901	0.8407177901
902	0.8403905357
903	0.8401280345
904	0.8397841599
905	0.8395801071
906	0.8393615836
907	0.8391419211
908	0.8389668339
909	0.8385528795
910	0.8383394757
911	0.8381623241
912	0.837948571
913	0.8376142234
914	0.8373066503
915	0.8371318944
916	0.8367331836
917	0.8365928212
918	0.8363219977
919	0.8360758492
920	0.8356891202
921	0.8353337273
922	0.8349956772
923	0.8346921606
924	0.8344961267
925	0.8341668268
926	0.8339010239
927	0.8335382804
928	0.8333655663
929	0.8330782011
930	0.8328893311
931	0.832619227
932	0.8324626171
933	0.8322370207
934	0.8319266905
935	0.8316920982
936	0.8314722574
937	0.8311279204
938	0.830896302
939	0.8306993453
940	0.8304875389
941	0.8302076529
942	0.8299965632
943	0.8296926409
944	0.8294032951
945	0.8291326892
946	0.8288897771
947	0.8287214913
948	0.8284009155
949	0.8280442241
950	0.8277004851
951	0.8274286924
952	0.8272194369
953	0.8268282272
954	0.8264835729
955	0.8261349104
956	0.8257857017
957	0.8253061197
958	0.8249724022
959	0.8247901254
960	0.8244612117
961	0.824133994
962	0.8239528817
963	0.8235848339
964	0.8233548134
965	0.8231065175
966	0.8229253509
967	0.8226454853
968	0.8223073419
969	0.8220364782
970	0.8218595937
971	0.8216418445
972	0.8212812375
973	0.82107004
974	0.8206878713
975	0.8205168622
976	0.8202295034
977	0.8199208484
978	0.8195285012
979	0.8192458687
980	0.8189289448
981	0.8185745764
982	0.818195026
983	0.8179073729
984	0.8176522701
985	0.8173291638
986	0.8171037987
987	0.8169080788
988	0.81663853
989	0.8162986259
990	0.8160684587
991	0.8157951943
992	0.8155259768
993	0.8152663348
994	0.815025594
995	0.8148397355
996	0.8144380364
997	0.8140980889
998	0.8136571695
999	0.8134130249
